"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2008","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","251,533,000",""
"SURVEY","2008","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","269,474,000",""
"SURVEY","2008","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","258,360,000",""
"SURVEY","2008","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","246,132,000",""
"SURVEY","2008","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","213,744,000",""
"SURVEY","2008","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","186,878,000",""
"SURVEY","2008","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","149,391,000",""
"SURVEY","2008","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","119,946,000",""
"SURVEY","2008","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","118,962,000",""
"SURVEY","2007","END OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,703,000",""
"SURVEY","2007","END OF FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","185,426,000",""
"SURVEY","2007","END OF MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","193,104,000",""
"SURVEY","2007","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","245,907,000",""
"SURVEY","2007","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","270,203,000",""
"SURVEY","2007","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","272,975,000",""
"SURVEY","2007","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","271,508,000",""
"SURVEY","2007","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","260,879,000",""
"SURVEY","2007","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","240,254,000",""
"SURVEY","2007","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","196,629,000",""
"SURVEY","2007","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","143,244,000",""
"SURVEY","2007","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","155,162,000",""
"SURVEY","2006","END OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","125,347,000",""
"SURVEY","2006","END OF FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","169,136,000",""
"SURVEY","2006","END OF MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","195,330,000",""
"SURVEY","2006","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","227,731,000",""
"SURVEY","2006","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","261,529,000",""
"SURVEY","2006","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","262,970,000",""
"SURVEY","2006","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","259,832,000",""
"SURVEY","2006","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","215,198,000",""
"SURVEY","2006","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","190,550,000",""
"SURVEY","2006","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","157,571,000",""
"SURVEY","2006","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","108,113,000",""
"SURVEY","2006","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","108,605,000",""
"SURVEY","2005","END OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","77,219,000",""
"SURVEY","2005","END OF FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","110,876,000",""
"SURVEY","2005","END OF MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","132,436,000",""
"SURVEY","2005","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,501,000",""
"SURVEY","2005","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","178,045,000",""
"SURVEY","2005","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","179,648,000",""
"SURVEY","2005","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,666,000",""
"SURVEY","2005","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,878,000",""
"SURVEY","2005","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","124,061,000",""
"SURVEY","2005","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","98,112,000",""
"SURVEY","2005","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","60,430,000",""
"SURVEY","2005","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","58,649,000",""
"SURVEY","2004","END OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","152,448,000",""
"SURVEY","2004","END OF FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","159,066,000",""
"SURVEY","2004","END OF MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","158,118,000",""
"SURVEY","2004","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","155,718,000",""
"SURVEY","2004","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","178,744,000",""
"SURVEY","2004","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","189,183,000",""
"SURVEY","2004","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","193,520,000",""
"SURVEY","2004","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","161,025,000",""
"SURVEY","2004","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","133,008,000",""
"SURVEY","2004","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","107,152,000",""
"SURVEY","2004","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","57,177,000",""
"SURVEY","2004","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","44,988,000",""
"SURVEY","2003","END OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","204,828,000",""
"SURVEY","2003","END OF FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","239,879,000",""
"SURVEY","2003","END OF MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","244,958,000",""
"SURVEY","2003","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","263,735,000",""
"SURVEY","2003","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","297,959,000",""
"SURVEY","2003","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","301,425,000",""
"SURVEY","2003","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","283,879,000",""
"SURVEY","2003","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","253,913,000",""
"SURVEY","2003","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","207,175,000",""
"SURVEY","2003","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","170,154,000",""
"SURVEY","2003","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","122,544,000",""
"SURVEY","2003","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","99,613,000",""
"SURVEY","2002","END OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","99,200,000",""
"SURVEY","2002","END OF FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","130,124,000",""
"SURVEY","2002","END OF MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","145,160,000",""
"SURVEY","2002","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","196,614,000",""
"SURVEY","2002","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","226,849,000",""
"SURVEY","2002","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","242,999,000",""
"SURVEY","2002","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","245,298,000",""
"SURVEY","2002","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","229,471,000",""
"SURVEY","2002","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","209,112,000",""
"SURVEY","2002","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,640,000",""
"SURVEY","2002","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","135,632,000",""
"SURVEY","2002","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","157,820,000",""
"SURVEY","2001","END OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","68,405,000",""
"SURVEY","2001","END OF FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","86,078,000",""
"SURVEY","2001","END OF MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","96,208,000",""
"SURVEY","2001","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","112,318,000",""
"SURVEY","2001","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","138,022,000",""
"SURVEY","2001","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","153,486,000",""
"SURVEY","2001","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","151,123,000",""
"SURVEY","2001","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","118,049,000",""
"SURVEY","2001","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","110,857,000",""
"SURVEY","2001","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,791,000",""
"SURVEY","2001","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","57,916,000",""
"SURVEY","2001","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","55,915,000",""
"SURVEY","2000","END OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","82,446,000",""
"SURVEY","2000","END OF FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","107,847,000",""
"SURVEY","2000","END OF MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","114,037,000",""
"SURVEY","2000","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","126,865,000",""
"SURVEY","2000","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","138,187,000",""
"SURVEY","2000","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","145,786,000",""
"SURVEY","2000","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","136,928,000",""
"SURVEY","2000","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","101,328,000",""
"SURVEY","2000","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","84,991,000",""
"SURVEY","2000","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","58,326,000",""
"SURVEY","2000","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","27,280,000",""
"SURVEY","2000","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,115,000",""
"SURVEY","1999","END OF JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","60,757,000",""
"SURVEY","1999","END OF FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","94,971,000",""
"SURVEY","1999","END OF MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","108,441,000",""
"SURVEY","1999","END OF APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","125,520,000",""
"SURVEY","1999","END OF MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","136,575,000",""
"SURVEY","1999","END OF JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","120,606,000",""
"SURVEY","1999","END OF JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","123,552,000",""
"SURVEY","1999","END OF AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","90,728,000",""
"SURVEY","1999","END OF SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","71,473,000",""
"SURVEY","1999","END OF OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","64,226,000",""
"SURVEY","1999","END OF NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","30,184,000",""
"SURVEY","1999","END OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","BUTTER","BUTTER, COLD STORAGE - STOCKS, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,082,000",""
